Total column volume by level (sum of individual elements, dimensions in millimeters):
  Level: B_00 -> Volume: 17.54 m³
  Level: F_00 -> Volume: 5.85 m³
Total rectangular column volume (sum of all elements): 23.39 m³

Profile Name | Column ID | XDim [mm] | YDim [mm] | Depth [mm] | Volume [m³] | Material | Price [€]
HE200B | 1p4G0TMST8GwcVIW$Yg$rZ | - | - | 3590.0 | 0.0 | Steel | 538.5
HE200B | 1p4G0TMST8GwcVIW$Yg$sE | - | - | 3590.0 | 0.0 | Steel | 538.5
HE200B | 2mCxNIPzfAfgtfpYl212R7 | - | - | 3885.0 | 0.0 | Steel | 582.75
SBP200/200 | 3n3$LrV6zARAqJToPd71cw | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 1n5qhsDSD55ehW0JsDt6f1 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 1n5qhsDSD55ehW0JsDt6e4 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 1n5qhsDSD55ehW0JsDt6xw | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 1n5qhsDSD55ehW0JsDt6xx | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 1n5qhsDSD55ehW0JsDt6w4 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 1n5qhsDSD55ehW0JsDt6w7 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 1n5qhsDSD55ehW0JsDt6w0 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2Ql | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2Rr | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2RS | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2RR | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2OY | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2Ol | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2O0 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2OF | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a2OE | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6a273 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6aDZD | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6aDWJ | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6aDWI | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6aDXw | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/200 | 2FnGZN8wTDNgCSBtK6aDXv | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 3n3$LrV6zARAqJToPd71YW | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6f4 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6f5 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6f6 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6f7 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6f0 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6x$ | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6xu | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6xv | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6w5 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1n5qhsDSD55ehW0JsDt6w6 | - | - | 200.0 | 0.0 | Steel | 0.0
SBP200/480 | 1vOuoWK8f8mhyPJGnrO$pQ | - | - | 200.0 | 0.0 | Steel | 0.0
SBP240/240 | 2FnGZN8wTDNgCSBtK6aDkS | - | - | 240.0 | 0.0 | Steel | 0.0
SBP240/240 | 2FnGZN8wTDNgCSBtK6aDl3 | - | - | 240.0 | 0.0 | Steel | 0.0
SBP240/240 | 2FnGZN8wTDNgCSBtK6aDiX | - | - | 240.0 | 0.0 | Steel | 0.0
SBP240/240 | 2FnGZN8wTDNgCSBtK6aDiW | - | - | 240.0 | 0.0 | Steel | 0.0
SBP240/240 | 2FnGZN8wTDNgCSBtK6aDi9 | - | - | 240.0 | 0.0 | Steel | 0.0
SBP240/240 | 2FnGZN8wTDNgCSBtK6aDjH | - | - | 240.0 | 0.0 | Steel | 0.0
SBP240/240 | 2FnGZN8wTDNgCSBtK6aDjG | - | - | 240.0 | 0.0 | Steel | 0.0
SBP240/480 | 3n3$LrV6zARAqJToPd70tv | - | - | 240.0 | 0.0 | Steel | 0.0
SBP300/200 | 1n5qhsDSD55ehW0JsDt6w8 | - | - | 300.0 | 0.0 | Steel | 0.0
SBP300/200 | 1n5qhsDSD55ehW0JsDt67J | - | - | 300.0 | 0.0 | Steel | 0.0

Total steel columns count: 280
Steel columns count at level Unknown: 280
